Town,State,Zip,Total_Runs,Last_Run_Date,Min_Price,Max_Price,Average_Price,Latest_Median_Sale,Latest_Median_List,Latest_PPSF,Latest_Homes_Sold,Latest_Inventory,Data_Source,Tax_Rate_Per_1000,Tax_Data_Source,Estimated_Annual_Tax,Estimated_Monthly_Tax,Min_Monthly_Price,Max_Monthly_Price,Avg_Monthly_Price,Months_Of_Data,Price_Trend
Southborough,MA,01772,4,2026-05-01,552500.0,785000.0,610625.0,785000.0,1785000.0,295,1,2,redfin,14.36,database,11272.6,939.38,518000,785000,591000,12,increasing
Canton,MA,02021,4,2026-05-01,587500.0,660000.0,605625.0,660000.0,601060.0,451,13,24,redfin,9.75,database,6435.0,536.25,345000,660000,470004,12,increasing
Groton,MA,01450,4,2026-05-01,500000.0,920000.0,605000.0,920000.0,325000.0,375,1,1,redfin,14.78,database,13597.6,1133.13,330000,920000,602954,11,increasing
Roslindale,MA,02131,4,2026-05-01,603000.0,604500.0,604125.0,603000.0,600000.0,529,15,19,redfin,12.4,database,7477.2,623.1,595000,629000,614125,12,stable
South Grafton,MA,01560,4,2026-05-01,580000.0,652000.0,598000.0,652000.0,665900.0,341,1,5,redfin,12.1,MA_default,7889.2,657.43,480000,729813,622088,12,decreasing
Hingham,MA,02043,4,2026-05-01,457500.0,1014500.0,596750.0,1014500.0,679000.0,682,2,6,redfin,10.47,database,10621.82,885.15,386750,1770000,739583,12,decreasing
Jamaica Plain,MA,02130,4,2026-05-01,590000.0,616500.0,596625.0,616500.0,755000.0,610,33,44,redfin,12.4,database,7644.6,637.05,590000,715000,670187,12,decreasing
Lexington,MA,02420,4,2026-05-01,564703.5,603500.0,593800.88,564703.5,945000.0,537,2,4,redfin,12.31,database,6951.5,579.29,410000,900000,642975,12,decreasing
Atkinson,NH,03811,4,2026-05-01,555690.0,598190.0,587565.0,555690.0,529000.0,281,6,12,redfin,12.82,database,7123.95,593.66,510000,649933,594596,12,decreasing
Roxbury,MA,02119,4,2026-05-01,562000.0,594000.0,586000.0,562000.0,599000.0,554,8,10,redfin,12.4,database,6968.8,580.73,485000,632500,564375,12,stable
Walpole,MA,02081,4,2026-05-01,458750.0,622750.0,581750.0,458750.0,494000.0,407,2,5,redfin,12.45,database,5711.44,475.95,458750,845000,596183,12,decreasing
Nahant,MA,01908,4,2026-05-01,579900.0,579900.0,579900.0,579900.0,599900.0,542,1,2,redfin,8.99,database,5213.3,434.44,579900,579900,579900,3,stable
Ashland,MA,01721,4,2026-05-01,513000.0,759000.0,574500.0,759000.0,544450.0,335,3,3,redfin,12.71,database,9646.89,803.91,458000,763000,640391,12,increasing
Burlington,MA,01803,4,2026-05-01,572500.0,572500.0,572500.0,572500.0,,492,2,0,redfin,8.69,database,4975.02,414.58,421500,1000005,570708,12,increasing
Dorchester,MA,02122,1,2026-04-01,571500.0,571500.0,571500.0,571500.0,610000.0,547,16,15,redfin,12.4,database,7086.6,590.55,520000,667500,581291,12,stable
Wakefield,MA,01880,4,2026-05-01,549900.0,580000.0,557425.0,580000.0,647000.0,590,7,7,redfin,11.74,database,6809.2,567.43,437500,599000,541812,12,increasing
Dorchester,MA,02125,1,2026-04-01,557000.0,557000.0,557000.0,557000.0,657450.0,552,22,22,redfin,12.4,database,6906.8,575.57,553250,725000,603937,12,decreasing
Acton,MA,01718,1,2026-04-01,555000.0,555000.0,555000.0,555000.0,585000.0,270,1,1,redfin,16.23,database,9007.65,750.64,555000,555000,555000,3,stable
Melrose,MA,02176,4,2026-05-01,550000.0,556250.0,551562.5,556250.0,473750.0,474,12,6,redfin,11.47,database,6380.19,531.68,391000,556250,488854,12,increasing
North Chelmsford,MA,01863,4,2026-05-01,539900.0,569900.0,547400.0,569900.0,516000.0,317,3,5,redfin,12.1,MA_default,6895.79,574.65,265500,569900,391016,12,stable
Holbrook,MA,02343,4,2026-05-01,545000.0,545000.0,545000.0,545000.0,449900.0,403,1,4,redfin,12.11,database,6599.95,550.0,315000,704900,454766,12,increasing
Sterling,MA,01564,4,2026-05-01,545000.0,545000.0,545000.0,545000.0,,299,1,0,redfin,12.55,database,6839.75,569.98,545000,577000,561000,6,decreasing
Boylston,MA,01505,4,2026-05-01,519587.5,621196.0,544989.62,621196.0,599900.0,333,3,3,redfin,13.58,database,8435.84,702.99,519587,669000,624995,12,decreasing
Hollis,NH,03049,4,2026-05-01,493000.0,552000.0,537250.0,493000.0,685000.0,283,2,2,redfin,18.9,database,9317.7,776.48,415000,671000,554621,11,stable
Nashua,NH,03064,1,2026-04-01,535000.0,535000.0,535000.0,535000.0,542450.0,306,3,1,redfin,16.83,database,9004.05,750.34,447000,535000,477166,12,increasing
North Reading,MA,01864,4,2026-05-01,532187.0,532697.5,532314.62,532697.5,549900.0,489,10,19,redfin,13.02,database,6935.72,577.98,475975,585000,514428,12,increasing
Dorchester Center,MA,02124,4,2026-05-01,529500.0,539500.0,532000.0,539500.0,549000.0,473,19,27,redfin,12.1,MA_default,6527.95,544.0,492000,593000,547875,12,stable
Needham,MA,02492,4,2026-05-01,499450.0,620000.0,529587.5,620000.0,552400.0,563,1,3,redfin,10.83,database,6714.6,559.55,355000,940000,648637,12,increasing
Sherborn,MA,01770,4,2026-05-01,529000.0,529000.0,529000.0,529000.0,,467,1,1,redfin,15.66,database,8284.14,690.34,529000,529000,529000,3,stable
Lunenburg,MA,01462,4,2026-05-01,526500.0,526500.0,526500.0,526500.0,,336,1,0,redfin,14.39,database,7576.34,631.36,485000,530000,516187,8,stable
Haverhill,MA,01835,1,2026-04-01,525000.0,525000.0,525000.0,525000.0,399000.0,300,2,0,redfin,10.61,database,5570.25,464.19,285000,525000,366708,12,increasing
Dorchester,MA,02121,4,2026-05-01,510000.0,550000.0,520000.0,550000.0,639000.0,342,3,5,redfin,12.4,database,6820.0,568.33,310000,582500,513333,12,increasing
Middleton,MA,01949,4,2026-05-01,482130.5,523000.0,512782.62,482130.5,579000.0,492,2,4,redfin,12.59,database,6070.02,505.84,434950,560000,492027,12,decreasing
Hyde Park,MA,02136,4,2026-05-01,510000.0,510000.0,510000.0,510000.0,527000.0,486,6,10,redfin,12.4,database,6324.0,527.0,295000,510000,402400,12,increasing
Ipswich,MA,01938,4,2026-05-01,506450.0,510000.0,509112.5,506450.0,424999.0,509,8,5,redfin,10.78,database,5459.53,454.96,325000,510000,444683,12,increasing
Litchfield,NH,03052,4,2026-05-01,499500.0,509000.0,506625.0,499500.0,509000.0,353,6,4,redfin,14.2,database,7092.9,591.07,425000,529000,497166,12,increasing
Swampscott,MA,01907,4,2026-05-01,490000.0,547500.0,504375.0,547500.0,609500.0,491,10,11,redfin,12.0,database,6570.0,547.5,396500,547500,466500,12,increasing
Waltham,MA,02451,4,2026-05-01,500000.0,505000.0,503750.0,500000.0,,509,3,1,redfin,10.32,database,5160.0,430.0,455000,542500,506454,12,decreasing
Winthrop,MA,02152,4,2026-05-01,480000.0,508000.0,501000.0,480000.0,519000.0,456,15,25,redfin,11.14,database,5347.2,445.6,455000,570000,511687,12,decreasing
Lexington,MA,02421,1,2026-04-01,499000.0,499000.0,499000.0,499000.0,2595000.0,554,1,1,redfin,12.31,database,6142.69,511.89,499000,1500000,1237062,8,decreasing
Roxbury Crossing,MA,02120,4,2026-05-01,405000.0,519000.0,490500.0,405000.0,725000.0,319,1,4,redfin,12.1,MA_default,4900.5,408.38,405000,889000,667750,12,decreasing
Reading,MA,01867,4,2026-05-01,470000.0,529900.0,484975.0,529900.0,512450.0,511,7,5,redfin,10.96,database,5807.7,483.98,470000,530000,505858,12,stable
Tewksbury,MA,01876,4,2026-05-01,469000.0,528000.0,483750.0,528000.0,429900.0,325,3,6,redfin,12.56,database,6631.68,552.64,409000,528000,443287,12,increasing
Salem,MA,01970,4,2026-05-01,480000.0,487500.0,481875.0,487500.0,499000.0,424,26,24,redfin,10.78,database,5255.25,437.94,449900,524950,480812,12,increasing
Groveland,MA,01834,4,2026-05-01,480000.0,480000.0,480000.0,480000.0,,367,1,0,redfin,12.98,database,6230.4,519.2,475000,550000,497727,11,stable
Pepperell,MA,01463,4,2026-05-01,456000.0,520000.0,472000.0,520000.0,502000.0,213,1,2,redfin,13.78,database,7165.6,597.13,350000,520000,409450,10,increasing
West Roxbury,MA,02132,4,2026-05-01,445000.0,525000.0,465000.0,525000.0,487000.0,487,13,14,redfin,12.1,MA_default,6352.5,529.38,389000,666500,503333,12,decreasing
Dedham,MA,02026,4,2026-05-01,465000.0,465000.0,465000.0,465000.0,499900.0,394,3,10,redfin,12.3,database,5719.5,476.62,425000,1597197,692512,12,decreasing
Lynnfield,MA,01940,4,2026-05-01,460000.0,460000.0,460000.0,460000.0,1767500.0,384,1,2,redfin,11.46,database,5271.6,439.3,460000,560000,515727,11,decreasing
Allston,MA,02134,4,2026-05-01,450000.0,489500.0,459875.0,489500.0,527000.0,630,12,30,redfin,12.4,database,6069.8,505.82,399000,630000,536108,12,decreasing
West Boylston,MA,01583,4,2026-05-01,450000.0,479900.0,457475.0,479900.0,,219,1,0,redfin,14.53,database,6972.95,581.08,449900,615000,506225,12,stable
Woburn,MA,01801,4,2026-05-01,410000.0,579000.0,452250.0,579000.0,385000.0,460,13,8,redfin,9.15,database,5297.85,441.49,360000,579000,481187,12,stable
Foxboro,MA,02035,4,2026-05-01,418200.0,461250.0,450487.5,418200.0,352450.0,320,4,6,redfin,12.1,MA_default,5060.22,421.69,279900,461250,341258,12,increasing
Harvard,MA,01451,4,2026-05-01,450110.0,450110.0,450110.0,450110.0,425000.0,422,3,1,redfin,15.87,database,7143.25,595.27,450110,750000,557202,8,decreasing
Nashua,NH,03062,1,2026-04-01,449966.5,449966.5,449966.5,449966.5,390000.0,320,32,16,redfin,16.83,database,7572.94,631.08,405000,657825,474065,12,decreasing
Hudson,NH,03051,4,2026-05-01,436000.0,490000.0,449500.0,490000.0,464900.0,297,33,18,redfin,17.11,database,8383.9,698.66,430000,497466,465158,12,stable
Salem,NH,03079,4,2026-05-01,439500.0,449000.0,446625.0,439500.0,475000.0,381,16,14,redfin,18.16,database,7981.32,665.11,395000,481500,458038,12,decreasing
Northborough,MA,01532,4,2026-05-01,435000.0,470000.0,443750.0,470000.0,450000.0,311,7,7,redfin,14.82,database,6965.4,580.45,302500,540000,424083,12,stable
Lynn,MA,01905,1,2026-04-01,439125.0,439125.0,439125.0,439125.0,352500.0,366,2,2,redfin,10.3,database,4522.99,376.92,310000,439125,369477,12,increasing
Marblehead,MA,01945,4,2026-05-01,400000.0,450500.0,437875.0,400000.0,522000.0,636,5,10,redfin,8.56,database,3424.0,285.33,385000,550000,493770,12,decreasing
Waltham,MA,02453,1,2026-04-01,435000.0,435000.0,435000.0,435000.0,459000.0,490,3,6,redfin,10.32,database,4489.2,374.1,422000,580000,498895,12,decreasing
Westborough,MA,01581,4,2026-05-01,389999.0,447845.0,433383.5,389999.0,579999.0,396,13,14,redfin,15.93,database,6212.68,517.72,389999,517825,458906,12,decreasing
Stoneham,MA,02180,4,2026-05-01,424500.0,435900.0,433050.0,424500.0,425000.0,450,17,6,redfin,10.06,database,4270.47,355.87,382500,435900,412220,12,increasing
Topsfield,MA,01983,4,2026-05-01,430000.0,440000.0,432500.0,440000.0,450000.0,323,1,1,redfin,15.66,database,6890.4,574.2,430000,440000,434000,5,stable
Merrimac,MA,01860,4,2026-05-01,427000.0,432500.0,431125.0,427000.0,439900.0,332,1,0,redfin,13.19,database,5632.13,469.34,410000,540000,455500,9,decreasing
Clinton,MA,01510,4,2026-05-01,337500.0,460000.0,429375.0,337500.0,361500.0,280,4,9,redfin,12.98,database,4380.75,365.06,335000,460000,376666,12,stable
Chelsea,MA,02150,4,2026-05-01,422000.0,429000.0,427250.0,422000.0,455000.0,435,20,16,redfin,11.48,database,4844.56,403.71,407500,485000,426833,12,decreasing
Medway,MA,02053,4,2026-05-01,402500.0,495000.0,425625.0,495000.0,380000.0,330,1,0,redfin,14.0,database,6930.0,577.5,366000,699900,539806,12,increasing
Westminster,MA,01473,4,2026-05-01,423000.0,431000.0,425000.0,431000.0,427500.0,327,1,1,redfin,11.73,database,5055.63,421.3,423000,431000,425875,4,stable
Peabody,MA,01960,4,2026-05-01,370000.0,437500.0,420625.0,370000.0,448950.0,415,11,5,redfin,9.47,database,3503.9,291.99,362400,437500,403533,12,decreasing
Beverly,MA,01915,4,2026-05-01,407500.0,440000.0,415625.0,440000.0,604450.0,410,5,11,redfin,10.81,database,4756.4,396.37,350500,440000,418575,12,stable
