Town,State,Zip,Total_Runs,Last_Run_Date,Min_Price,Max_Price,Average_Price,Latest_Median_Sale,Latest_Median_List,Latest_PPSF,Latest_Homes_Sold,Latest_Inventory,Data_Source,Tax_Rate_Per_1000,Tax_Data_Source,Estimated_Annual_Tax,Estimated_Monthly_Tax,Min_Monthly_Price,Max_Monthly_Price,Avg_Monthly_Price,Months_Of_Data,Price_Trend
Mansfield,MA,02048,3,2026-04-03,468000.0,468000.0,468000.0,468000.0,499900.0,293,8,2,redfin,13.09,database,6126.12,510.51,420000,500000,460787,12,decreasing
Abington,MA,02351,3,2026-04-03,462500.0,462500.0,462500.0,462500.0,434500.0,290,2,1,redfin,12.81,database,5924.62,493.72,457500,497500,472833,12,stable
Lynn,MA,01905,1,2026-04-01,460000.0,460000.0,460000.0,460000.0,724900.0,356,1,3,redfin,10.3,database,4738.0,394.83,351750,728300,515010,12,increasing
Hudson,MA,01749,3,2026-04-03,459900.0,459900.0,459900.0,459900.0,459900.0,390,6,5,redfin,14.14,database,6502.99,541.92,417450,749900,494470,12,decreasing
Haverhill,MA,01832,3,2026-04-03,459900.0,459900.0,459900.0,459900.0,434950.0,339,11,5,redfin,10.61,database,4879.54,406.63,410000,459900,429158,12,increasing
Hingham,MA,02043,3,2026-04-03,455000.0,455000.0,455000.0,455000.0,1299000.0,416,3,4,redfin,10.47,database,4763.85,396.99,389000,1381000,667625,12,stable
Windham,NH,03087,3,2026-04-03,454950.0,454950.0,454950.0,454950.0,424900.0,310,2,0,redfin,14.14,database,6432.99,536.08,433000,454950,440316,3,increasing
Haverhill,MA,01830,1,2026-04-01,454500.0,454500.0,454500.0,454500.0,494500.0,284,8,6,redfin,10.61,database,4822.24,401.85,413462,480000,456996,12,stable
Westborough,MA,01581,3,2026-04-03,444722.0,444722.0,444722.0,444722.0,768000.0,322,6,3,redfin,15.93,database,7084.42,590.37,432222,857500,689611,12,decreasing
West Boylston,MA,01583,3,2026-04-03,440000.0,440000.0,440000.0,440000.0,519950.0,316,2,2,redfin,14.53,database,6393.2,532.77,305000,581000,460089,12,decreasing
North Chelmsford,MA,01863,3,2026-04-03,440000.0,440000.0,440000.0,440000.0,450000.0,343,11,2,redfin,12.1,MA_default,5324.0,443.67,430000,465000,447604,12,stable
Nashua,NH,03064,1,2026-04-01,437000.0,437000.0,437000.0,437000.0,,282,1,0,redfin,16.83,database,7354.71,612.89,437000,474000,455500,6,decreasing
Methuen,MA,01844,3,2026-04-03,435000.0,435000.0,435000.0,435000.0,522500.0,316,9,4,redfin,10.4,database,4524.0,377.0,410000,595500,458975,12,increasing
South Grafton,MA,01560,3,2026-04-03,435000.0,435000.0,435000.0,435000.0,,296,5,0,redfin,12.1,MA_default,5263.5,438.62,365000,490000,426995,12,increasing
Haverhill,MA,01835,1,2026-04-01,435000.0,435000.0,435000.0,435000.0,449900.0,285,13,2,redfin,10.61,database,4615.35,384.61,410000,490000,430962,12,decreasing
East Boston,MA,02128,3,2026-04-03,435000.0,435000.0,435000.0,435000.0,609450.0,779,1,2,redfin,12.1,MA_default,5263.5,438.62,435000,785000,613750,12,decreasing
Revere,MA,02151,3,2026-04-03,430000.0,430000.0,430000.0,430000.0,784499.5,428,19,2,redfin,8.94,database,3844.2,320.35,410000,650000,546541,12,decreasing
Shirley,MA,01464,3,2026-04-03,429900.0,429900.0,429900.0,429900.0,317100.0,342,5,3,redfin,12.39,database,5326.46,443.87,293000,439900,368970,12,increasing
Lynn,MA,01902,1,2026-04-01,429000.0,429000.0,429000.0,429000.0,,351,2,0,redfin,10.3,database,4418.7,368.22,385000,530450,456921,12,decreasing
Whitman,MA,02382,3,2026-04-03,427500.0,427500.0,427500.0,427500.0,449900.0,312,8,1,redfin,13.29,database,5681.48,473.46,407500,525000,448062,12,decreasing
Framingham,MA,01702,1,2026-04-01,423500.0,423500.0,423500.0,423500.0,364500.0,370,8,3,redfin,11.83,database,5010.0,417.5,301950,423500,374675,12,increasing
Devens,MA,01434,3,2026-04-03,420000.0,420000.0,420000.0,420000.0,,373,1,0,redfin,12.55,database,5271.0,439.25,420000,510000,449687,8,decreasing
Stoughton,MA,02072,3,2026-04-03,419950.0,419950.0,419950.0,419950.0,425000.0,307,12,7,redfin,11.81,database,4959.61,413.3,410000,444000,429495,12,stable
North Easton,MA,02356,3,2026-04-03,419950.0,419950.0,419950.0,419950.0,432450.0,329,4,2,redfin,12.1,MA_default,5081.4,423.45,375000,495000,426995,12,increasing
South Weymouth,MA,02190,3,2026-04-03,418000.0,418000.0,418000.0,418000.0,507000.0,251,1,2,redfin,12.1,MA_default,5057.8,421.48,400000,485000,447895,12,decreasing
Clinton,MA,01510,3,2026-04-03,412000.0,412000.0,412000.0,412000.0,450000.0,249,10,7,redfin,12.98,database,5347.76,445.65,412000,479500,446979,12,decreasing
Tyngsboro,MA,01879,3,2026-04-03,410000.0,410000.0,410000.0,410000.0,392900.0,308,7,2,redfin,12.1,MA_default,4961.0,413.42,379000,432500,404554,12,increasing
North Weymouth,MA,02191,3,2026-04-03,405000.0,405000.0,405000.0,405000.0,,256,1,0,redfin,12.1,MA_default,4900.5,408.38,405000,465000,420000,4,decreasing
Plaistow,NH,03865,3,2026-04-03,400000.0,400000.0,400000.0,400000.0,,253,1,0,redfin,14.44,database,5776.0,481.33,400000,425000,411250,4,decreasing
South Easton,MA,02375,3,2026-04-03,400000.0,400000.0,400000.0,400000.0,399800.0,260,9,3,redfin,12.1,MA_default,4840.0,403.33,357450,410000,381116,12,increasing
Hopedale,MA,01747,3,2026-04-03,399950.0,399950.0,399950.0,399950.0,309900.0,197,2,0,redfin,16.25,database,6499.19,541.6,387500,459950,409116,12,stable
Lowell,MA,01852,1,2026-04-01,397128.0,397128.0,397128.0,397128.0,388450.0,287,15,9,redfin,11.35,database,4507.4,375.62,384900,450000,408169,12,decreasing
Chelmsford,MA,01824,3,2026-04-03,390000.0,390000.0,390000.0,390000.0,537000.0,412,4,6,redfin,13.27,database,5175.3,431.28,390000,727450,523104,12,decreasing
Northborough,MA,01532,3,2026-04-03,386500.0,386500.0,386500.0,386500.0,619900.0,316,2,1,redfin,14.82,database,5727.93,477.33,330000,605000,467704,11,decreasing
Pepperell,MA,01463,3,2026-04-03,381500.0,381500.0,381500.0,381500.0,369000.0,239,1,0,redfin,13.78,database,5257.07,438.09,334000,530450,395645,12,decreasing
Lowell,MA,01850,1,2026-04-01,380000.0,380000.0,380000.0,380000.0,,361,1,0,redfin,11.35,database,4313.0,359.42,345000,400000,383340,11,stable
Merrimack,NH,03054,3,2026-04-03,380000.0,380000.0,380000.0,380000.0,324900.0,242,3,0,redfin,22.11,database,8401.8,700.15,380000,380000,380000,2,stable
Dracut,MA,01826,3,2026-04-03,379000.0,379000.0,379000.0,379000.0,425000.0,293,12,5,redfin,9.67,database,3664.93,305.41,350000,435000,404300,12,decreasing
West Townsend,MA,01474,3,2026-04-03,375000.0,375000.0,375000.0,375000.0,,190,1,0,redfin,12.1,MA_default,4537.5,378.12,357500,380000,369500,5,stable
Hudson,NH,03051,3,2026-04-03,370000.0,370000.0,370000.0,370000.0,,325,1,0,redfin,17.11,database,6330.7,527.56,370000,370000,370000,3,stable
Boxborough,MA,01719,3,2026-04-03,368600.0,368600.0,368600.0,368600.0,1150000.0,295,1,0,redfin,15.39,database,5672.75,472.73,368600,1100000,724225,12,decreasing
Ayer,MA,01432,3,2026-04-03,360000.0,360000.0,360000.0,360000.0,339999.0,323,3,4,redfin,11.59,database,4172.4,347.7,336250,439900,369029,12,stable
Nashua,NH,03063,1,2026-04-01,354500.0,354500.0,354500.0,354500.0,,220,1,1,redfin,16.83,database,5966.23,497.19,310000,419900,372300,9,stable
Merrimac,MA,01860,3,2026-04-03,350000.0,350000.0,350000.0,350000.0,,338,1,0,redfin,13.19,database,4616.5,384.71,350000,584850,464825,12,decreasing
Boylston,MA,01505,3,2026-04-03,340000.0,340000.0,340000.0,340000.0,,269,1,0,redfin,13.58,database,4617.2,384.77,340000,532500,398958,12,decreasing
Lowell,MA,01854,1,2026-04-01,336500.0,336500.0,336500.0,336500.0,474500.0,227,1,2,redfin,11.35,database,3819.28,318.27,326750,390000,350291,12,stable
Lawrence,MA,01841,1,2026-04-01,325000.0,325000.0,325000.0,325000.0,,273,5,0,redfin,8.64,database,2808.0,234.0,325000,415000,374091,12,decreasing
Brockton,MA,02301,3,2026-04-03,325000.0,325000.0,325000.0,325000.0,389900.0,347,3,1,redfin,11.63,database,3779.75,314.98,315000,410000,371641,12,decreasing
Fitchburg,MA,01420,3,2026-04-03,315000.0,315000.0,315000.0,315000.0,370499.5,239,7,6,redfin,13.29,database,4186.35,348.86,289900,372000,337779,12,decreasing
Leominster,MA,01453,3,2026-04-03,310000.0,310000.0,310000.0,310000.0,318950.0,238,15,5,redfin,13.66,database,4234.6,352.88,310000,331500,321166,12,stable
Lancaster,MA,01523,3,2026-04-03,304135.0,304135.0,304135.0,304135.0,339900.0,205,1,1,redfin,16.9,database,5139.88,428.32,304135,560000,513458,10,decreasing
Lowell,MA,01851,3,2026-04-03,300000.0,300000.0,300000.0,300000.0,230000.0,274,1,1,redfin,11.35,database,3405.0,283.75,300000,385000,354458,12,stable
Brockton,MA,02302,1,2026-04-01,290000.0,290000.0,290000.0,290000.0,,234,1,0,redfin,11.63,database,3372.7,281.06,250000,510000,351428,7,increasing
Lawrence,MA,01843,3,2026-04-03,252500.0,252500.0,252500.0,252500.0,374450.0,256,1,1,redfin,8.64,database,2181.6,181.8,252500,396000,328666,9,decreasing
Wrentham,MA,02093,3,2026-04-03,225000.0,225000.0,225000.0,225000.0,,251,1,0,redfin,11.67,database,2625.75,218.81,225000,589500,380713,11,decreasing
Westminster,MA,01473,3,2026-04-03,225000.0,225000.0,225000.0,225000.0,,187,1,0,redfin,11.73,database,2639.25,219.94,225000,260000,242500,6,decreasing
